Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Sexuální orientace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné údaje) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné údaje) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Jiné údaje) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Jiné údaje) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Jiné údaje) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné údaje) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Platební údaje uživatele) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Platební údaje uživatele) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Platební údaje uživatele) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Platební údaje uživatele) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Platební údaje uživatele) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Platební údaje uživatele) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,TRUE,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Historie nákupů) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Historie nákupů) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_EPHEMERAL,,FALSE,MAYBE_REQUIRED,Shromažďování a zpracování dat (Historie nákupů) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Historie nákupů) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,TRUE,SINGLE_CHOICE,"Shromažďování a zpracování dat (Historie nákupů) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Historie nákupů) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Kreditní skóre) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Kreditní skóre) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Kreditní skóre) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Kreditní skóre) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Kreditní skóre) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Kreditní skóre) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
